,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
2452,51,management,married,university.degree,no,yes,no,cellular,jul,wed,194.0,1,999,0,nonexistent,no
2453,45,technician,divorced,university.degree,unknown,yes,no,cellular,may,tue,298.0,1,999,0,nonexistent,no
2454,54,entrepreneur,divorced,university.degree,no,yes,yes,telephone,nov,thu,761.0,3,999,0,nonexistent,no
2455,37,admin.,married,university.degree,no,no,no,cellular,nov,mon,52.0,1,999,0,nonexistent,no
2456,43,admin.,married,university.degree,no,yes,no,cellular,nov,tue,255.0,1,999,0,nonexistent,yes
2457,36,admin.,married,basic.9y,no,no,no,telephone,may,fri,107.0,1,999,0,nonexistent,no
2458,42,admin.,married,basic.6y,no,no,no,telephone,jun,thu,165.0,1,999,0,nonexistent,no
2459,32,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,190.0,1,999,0,nonexistent,no
2460,58,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,thu,158.0,1,999,0,nonexistent,no
2461,39,housemaid,married,university.degree,no,no,no,telephone,may,mon,237.0,1,999,0,nonexistent,no
2462,45,management,married,professional.course,no,no,no,cellular,nov,thu,993.0,1,999,0,nonexistent,yes
2463,25,blue-collar,single,basic.6y,no,no,no,cellular,mar,tue,228.0,4,999,0,nonexistent,yes
2464,46,blue-collar,married,basic.9y,no,yes,yes,telephone,may,mon,386.0,2,999,0,nonexistent,no
2465,30,services,married,professional.course,no,no,no,cellular,nov,wed,84.0,1,999,0,nonexistent,no
2466,32,technician,single,university.degree,no,no,no,cellular,aug,tue,264.0,12,999,0,nonexistent,no
2467,46,unemployed,married,high.school,unknown,yes,no,cellular,nov,tue,81.0,2,999,0,nonexistent,no
2468,59,unknown,married,unknown,no,yes,no,cellular,jul,thu,52.0,2,999,0,nonexistent,no
2469,28,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,497.0,1,999,0,nonexistent,no
2470,42,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,288.0,2,999,0,nonexistent,no
2471,28,technician,single,professional.course,no,yes,no,cellular,jul,tue,861.0,3,999,0,nonexistent,no
2472,31,management,single,university.degree,no,no,no,cellular,jul,wed,143.0,1,999,0,nonexistent,no
2473,27,admin.,single,university.degree,no,yes,yes,cellular,apr,wed,98.0,1,999,1,failure,no
2474,45,blue-collar,married,unknown,no,no,no,cellular,aug,tue,194.0,2,999,0,nonexistent,no
2475,34,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,404.0,13,999,0,nonexistent,no
2476,58,retired,married,high.school,no,yes,no,cellular,nov,thu,125.0,1,999,0,nonexistent,no
2477,59,management,married,university.degree,no,yes,no,cellular,aug,wed,77.0,1,999,0,nonexistent,no
2478,31,services,single,high.school,no,no,no,telephone,jun,wed,49.0,2,999,0,nonexistent,no
2479,40,admin.,married,high.school,no,no,no,telephone,may,fri,171.0,1,999,0,nonexistent,no
2480,34,admin.,single,high.school,no,yes,no,cellular,aug,tue,168.0,2,999,0,nonexistent,no
2481,34,technician,married,basic.9y,no,yes,no,cellular,may,mon,35.0,2,999,0,nonexistent,no
2482,39,admin.,single,high.school,unknown,yes,no,telephone,may,fri,254.0,16,999,0,nonexistent,no
2483,34,unknown,married,basic.4y,no,yes,no,cellular,apr,thu,477.0,2,999,0,nonexistent,no
2484,28,technician,single,high.school,no,no,no,cellular,jul,tue,431.0,8,999,0,nonexistent,no
2485,49,entrepreneur,married,high.school,no,no,no,telephone,may,fri,323.0,1,999,0,nonexistent,no
2486,46,admin.,married,high.school,no,no,yes,telephone,jun,fri,492.0,3,999,0,nonexistent,no
2487,33,admin.,single,high.school,no,yes,no,cellular,may,thu,30.0,1,999,0,nonexistent,no
2488,46,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,431.0,2,999,0,nonexistent,no
2489,57,retired,married,basic.4y,no,no,no,cellular,apr,thu,199.0,2,999,1,failure,no
2490,39,technician,single,professional.course,no,no,no,cellular,may,tue,189.0,1,999,1,failure,no
2491,49,management,married,professional.course,unknown,yes,no,telephone,may,tue,107.0,2,999,0,nonexistent,no
2492,25,technician,single,professional.course,no,no,yes,telephone,jun,thu,150.0,2,999,0,nonexistent,no
2493,58,entrepreneur,married,basic.4y,no,yes,no,telephone,nov,mon,73.0,1,999,0,nonexistent,no
2494,28,admin.,single,unknown,no,yes,no,cellular,apr,wed,545.0,2,6,4,success,yes
2495,33,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,fri,95.0,3,999,0,nonexistent,no
2496,47,management,divorced,university.degree,no,no,no,telephone,may,mon,89.0,2,999,0,nonexistent,no
2497,28,admin.,married,basic.9y,unknown,no,no,cellular,jul,wed,428.0,2,999,0,nonexistent,no
2498,30,admin.,single,university.degree,no,yes,no,cellular,jul,tue,124.0,2,999,0,nonexistent,no
2499,51,services,married,high.school,no,yes,no,telephone,may,wed,92.0,1,999,0,nonexistent,no
2500,46,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,152.0,10,999,0,nonexistent,no
2501,30,blue-collar,married,high.school,no,yes,no,cellular,aug,fri,765.0,3,999,0,nonexistent,no
2502,21,student,single,basic.9y,no,yes,no,cellular,jul,tue,209.0,2,999,0,nonexistent,yes
2503,37,services,single,high.school,no,yes,no,cellular,jun,mon,195.0,3,999,0,nonexistent,no
2504,35,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,318.0,2,11,1,success,no
2505,36,management,divorced,professional.course,no,no,no,telephone,jun,thu,115.0,2,999,0,nonexistent,no
2506,29,management,single,university.degree,no,no,yes,cellular,nov,tue,73.0,1,999,0,nonexistent,no
2507,40,technician,married,professional.course,unknown,no,yes,telephone,may,tue,264.0,1,999,0,nonexistent,no
2508,59,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,668.0,2,999,0,nonexistent,no
2509,30,self-employed,single,university.degree,no,no,no,telephone,jun,wed,58.0,3,999,0,nonexistent,no
2510,42,admin.,married,basic.9y,unknown,yes,no,cellular,may,fri,98.0,2,999,1,failure,no
2511,58,unemployed,married,professional.course,unknown,yes,no,cellular,aug,thu,147.0,3,999,0,nonexistent,no
2512,58,housemaid,married,basic.4y,no,no,no,cellular,may,mon,91.0,1,999,0,nonexistent,no
2513,27,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,97.0,1,999,0,nonexistent,no
2514,34,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,518.0,1,999,0,nonexistent,no
2515,33,services,married,high.school,no,no,no,telephone,jul,wed,139.0,4,999,0,nonexistent,no
2516,38,blue-collar,married,high.school,no,yes,no,cellular,jul,wed,122.0,5,999,0,nonexistent,no
2517,58,management,married,university.degree,no,no,no,cellular,may,thu,289.0,1,3,4,success,yes
2518,34,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,139.0,1,999,0,nonexistent,no
2519,32,admin.,single,university.degree,no,yes,no,cellular,may,tue,206.0,2,999,1,failure,no
2520,36,management,married,university.degree,no,no,no,cellular,may,thu,164.0,2,999,0,nonexistent,no
2521,44,blue-collar,married,high.school,no,yes,no,cellular,apr,fri,921.0,2,999,1,failure,no
2522,32,technician,married,professional.course,no,yes,no,telephone,jun,tue,229.0,1,999,0,nonexistent,no
2523,31,admin.,married,high.school,no,no,no,cellular,oct,thu,142.0,1,999,0,nonexistent,yes
2524,39,admin.,married,university.degree,no,no,no,telephone,jun,mon,61.0,7,999,0,nonexistent,no
2525,52,services,divorced,basic.4y,no,yes,no,cellular,jun,tue,80.0,3,999,1,failure,no
2526,52,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,fri,682.0,10,999,0,nonexistent,no
2527,32,admin.,single,university.degree,no,no,no,cellular,jul,mon,97.0,1,999,0,nonexistent,no
2528,33,admin.,married,university.degree,no,no,no,cellular,oct,fri,130.0,1,6,1,success,yes
2529,52,retired,married,university.degree,no,yes,no,telephone,jun,fri,11.0,12,999,0,nonexistent,no
2530,57,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,305.0,1,999,0,nonexistent,no
2531,30,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,185.0,1,999,0,nonexistent,no
2532,29,entrepreneur,married,professional.course,no,no,no,cellular,jul,wed,736.0,4,999,0,nonexistent,no
2533,39,management,divorced,university.degree,no,yes,no,cellular,jul,tue,732.0,1,999,0,nonexistent,yes
2534,34,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,811.0,2,999,0,nonexistent,no
2535,98,retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,272.0,2,999,0,nonexistent,yes
2536,21,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,2078.0,6,999,0,nonexistent,yes
2537,45,self-employed,married,basic.4y,no,no,no,cellular,aug,thu,64.0,1,999,0,nonexistent,no
2538,31,services,married,basic.9y,no,no,no,cellular,jul,wed,679.0,1,999,0,nonexistent,yes
2539,30,technician,single,university.degree,no,no,yes,cellular,aug,fri,197.0,1,999,0,nonexistent,no
2540,52,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,151.0,9,999,0,nonexistent,no
2541,36,management,single,university.degree,no,no,no,cellular,jul,wed,101.0,7,999,0,nonexistent,no
2542,34,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,thu,549.0,1,999,0,nonexistent,no
2543,34,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,1479.0,4,999,0,nonexistent,yes
2544,40,services,single,basic.6y,no,no,no,cellular,nov,thu,308.0,1,999,0,nonexistent,no
2545,45,management,divorced,high.school,no,yes,no,cellular,aug,mon,272.0,1,999,0,nonexistent,no
2546,51,entrepreneur,married,professional.course,unknown,no,no,cellular,may,mon,59.0,1,999,0,nonexistent,no
2547,35,management,married,university.degree,no,yes,no,cellular,apr,thu,584.0,1,999,0,nonexistent,no
2548,48,technician,married,professional.course,no,no,no,cellular,jul,tue,288.0,1,999,1,failure,no
2549,31,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,243.0,4,999,0,nonexistent,no
2550,34,admin.,married,university.degree,no,yes,no,cellular,sep,mon,125.0,2,999,0,nonexistent,no
2551,25,admin.,single,university.degree,no,yes,no,cellular,jul,thu,271.0,5,999,0,nonexistent,no
2552,41,technician,single,university.degree,unknown,no,no,telephone,may,tue,160.0,3,999,0,nonexistent,no
2553,23,blue-collar,single,basic.4y,no,yes,yes,cellular,may,fri,102.0,7,999,0,nonexistent,no
2554,24,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,218.0,1,999,0,nonexistent,no
2555,34,blue-collar,single,high.school,unknown,no,yes,telephone,may,wed,256.0,3,999,0,nonexistent,no
2556,51,management,married,university.degree,unknown,yes,no,cellular,jul,wed,180.0,1,999,0,nonexistent,no
2557,34,services,divorced,basic.6y,unknown,no,no,cellular,nov,wed,254.0,1,999,0,nonexistent,no
2558,36,technician,married,university.degree,no,no,no,telephone,may,tue,309.0,2,999,0,nonexistent,no
2559,27,services,single,university.degree,no,yes,no,cellular,apr,thu,297.0,1,999,0,nonexistent,no
2560,25,technician,married,professional.course,no,no,no,cellular,jul,fri,197.0,3,999,0,nonexistent,no
2561,48,technician,married,professional.course,no,yes,yes,cellular,oct,mon,450.0,1,8,1,success,yes
2562,57,retired,married,high.school,no,no,no,cellular,aug,fri,92.0,9,999,0,nonexistent,no
2563,35,blue-collar,single,basic.9y,unknown,yes,no,telephone,apr,fri,109.0,3,999,0,nonexistent,no
2564,44,services,married,professional.course,unknown,yes,no,cellular,may,thu,428.0,2,999,1,failure,no
2565,28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,159.0,1,999,0,nonexistent,no
2566,80,retired,married,basic.4y,no,yes,yes,cellular,oct,tue,78.0,1,999,1,failure,no
2567,43,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,324.0,3,999,0,nonexistent,no
2568,42,self-employed,divorced,university.degree,unknown,yes,no,cellular,jul,mon,643.0,3,999,0,nonexistent,no
2569,53,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,188.0,3,999,0,nonexistent,no
2570,45,services,single,high.school,no,no,no,telephone,jun,tue,443.0,1,999,0,nonexistent,no
2571,37,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,196.0,2,999,1,failure,no
2572,32,technician,single,professional.course,no,no,no,telephone,jun,mon,128.0,1,999,0,nonexistent,no
2573,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,196.0,4,999,0,nonexistent,no
2574,56,housemaid,divorced,professional.course,no,yes,no,cellular,nov,tue,566.0,1,7,2,failure,yes
2575,59,retired,married,basic.4y,no,yes,no,cellular,apr,thu,381.0,1,999,1,failure,yes
2576,35,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,402.0,1,999,0,nonexistent,no
2577,58,retired,married,basic.4y,no,yes,no,cellular,jul,tue,216.0,2,999,0,nonexistent,no
2578,40,services,married,basic.6y,no,no,no,cellular,jul,mon,119.0,2,999,0,nonexistent,no
2579,59,retired,married,professional.course,unknown,no,no,telephone,may,wed,905.0,1,999,0,nonexistent,yes
2580,31,technician,married,university.degree,no,yes,no,cellular,nov,tue,39.0,2,999,1,failure,no
2581,29,admin.,single,university.degree,no,no,no,telephone,may,thu,141.0,2,999,0,nonexistent,no
2582,46,blue-collar,married,professional.course,no,yes,no,telephone,may,fri,106.0,1,999,0,nonexistent,no
2583,55,admin.,married,high.school,no,yes,yes,telephone,may,wed,692.0,1,999,0,nonexistent,no
2584,36,management,married,university.degree,no,no,yes,cellular,apr,wed,180.0,2,999,0,nonexistent,no
2585,37,services,married,high.school,no,yes,yes,cellular,apr,fri,398.0,2,999,0,nonexistent,no
2586,46,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,105.0,11,999,0,nonexistent,no
2587,37,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,241.0,1,999,1,failure,no
2588,48,admin.,married,high.school,no,yes,no,telephone,may,mon,218.0,1,999,0,nonexistent,no
2589,36,management,married,university.degree,unknown,yes,no,telephone,may,thu,488.0,1,999,0,nonexistent,no
2590,54,management,divorced,university.degree,no,yes,no,cellular,oct,thu,234.0,2,6,1,success,yes
2591,34,management,divorced,university.degree,no,yes,yes,cellular,nov,thu,1258.0,2,999,0,nonexistent,yes
2592,44,self-employed,married,high.school,no,yes,no,cellular,may,mon,108.0,1,999,0,nonexistent,no
2593,29,self-employed,married,university.degree,no,yes,no,cellular,mar,wed,60.0,3,999,0,nonexistent,no
2594,45,admin.,divorced,university.degree,unknown,no,no,telephone,jun,mon,71.0,1,999,0,nonexistent,no
2595,38,technician,single,professional.course,no,yes,no,cellular,may,wed,50.0,2,999,0,nonexistent,no
2596,35,technician,married,university.degree,no,no,no,cellular,nov,thu,1145.0,4,999,0,nonexistent,no
2597,44,technician,married,professional.course,no,no,yes,cellular,aug,wed,85.0,2,999,0,nonexistent,no
2598,30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,188.0,1,999,0,nonexistent,no
2599,58,technician,married,professional.course,no,yes,no,telephone,may,thu,57.0,3,999,0,nonexistent,no
2600,38,management,married,university.degree,no,yes,no,cellular,nov,thu,83.0,1,999,0,nonexistent,no
2601,51,self-employed,married,university.degree,unknown,no,no,telephone,jun,fri,145.0,2,999,0,nonexistent,no
2602,32,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,70.0,1,999,0,nonexistent,no
2603,51,technician,divorced,professional.course,no,no,yes,cellular,aug,fri,50.0,3,999,0,nonexistent,no
2604,43,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,1395.0,2,999,0,nonexistent,yes
2605,31,technician,married,university.degree,no,no,no,cellular,aug,fri,168.0,1,999,0,nonexistent,no
2606,58,technician,married,professional.course,unknown,no,no,telephone,may,wed,113.0,2,999,0,nonexistent,no
2607,39,management,married,university.degree,no,no,yes,cellular,apr,fri,177.0,3,999,0,nonexistent,no
2608,48,management,married,university.degree,no,yes,no,cellular,jul,mon,768.0,2,999,0,nonexistent,no
2609,41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,203.0,2,999,0,nonexistent,no
2610,34,technician,married,professional.course,no,yes,yes,cellular,sep,fri,120.0,1,6,3,success,no
2611,53,technician,single,professional.course,no,yes,no,cellular,nov,wed,1468.0,3,999,0,nonexistent,yes
2612,53,technician,married,high.school,no,yes,no,telephone,may,wed,149.0,1,999,0,nonexistent,no
2613,30,admin.,single,high.school,no,no,no,cellular,aug,fri,82.0,1,999,0,nonexistent,no
2614,26,admin.,single,university.degree,no,no,no,telephone,may,thu,217.0,2,999,0,nonexistent,no
2615,57,admin.,divorced,university.degree,no,no,no,telephone,nov,tue,119.0,1,999,0,nonexistent,no
2616,65,retired,married,high.school,no,yes,no,cellular,oct,thu,201.0,5,3,1,success,no
2617,25,blue-collar,single,high.school,unknown,no,no,telephone,jun,fri,136.0,3,999,0,nonexistent,no
2618,43,admin.,married,high.school,no,no,no,cellular,jul,mon,240.0,1,999,0,nonexistent,no
2619,40,management,married,high.school,no,no,yes,cellular,aug,wed,119.0,1,999,0,nonexistent,no
2620,51,blue-collar,divorced,basic.9y,no,no,yes,cellular,may,wed,29.0,6,999,0,nonexistent,no
2621,31,admin.,married,high.school,no,no,no,telephone,may,mon,313.0,2,999,0,nonexistent,no
2622,44,admin.,single,high.school,no,no,no,telephone,may,mon,111.0,2,999,0,nonexistent,no
2623,32,management,single,university.degree,no,no,no,cellular,jul,mon,173.0,6,999,0,nonexistent,no
2624,42,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,56.0,1,999,0,nonexistent,no
2625,33,admin.,single,university.degree,no,yes,no,cellular,jul,wed,494.0,1,999,0,nonexistent,no
2626,36,management,married,university.degree,no,no,no,telephone,aug,mon,328.0,1,999,0,nonexistent,yes
2627,54,technician,married,basic.9y,no,no,no,telephone,may,thu,193.0,1,999,0,nonexistent,no
2628,33,self-employed,single,high.school,no,yes,yes,cellular,may,tue,113.0,1,999,0,nonexistent,no
2629,56,technician,married,basic.4y,no,no,no,cellular,may,wed,776.0,3,3,1,success,yes
2630,50,technician,married,professional.course,no,no,no,telephone,may,fri,121.0,2,999,0,nonexistent,no
2631,36,technician,married,basic.6y,no,yes,no,cellular,jul,mon,422.0,3,999,0,nonexistent,no
2632,45,blue-collar,married,basic.6y,unknown,yes,no,cellular,nov,mon,696.0,2,999,0,nonexistent,yes
2633,26,self-employed,single,university.degree,no,no,no,cellular,may,wed,78.0,1,999,0,nonexistent,no
2634,50,blue-collar,married,basic.4y,unknown,no,yes,telephone,jul,fri,5.0,1,999,0,nonexistent,no
2635,28,technician,divorced,professional.course,no,yes,no,cellular,may,tue,406.0,1,999,0,nonexistent,no
2636,29,technician,single,professional.course,no,yes,no,cellular,may,mon,245.0,1,999,0,nonexistent,no
2637,38,admin.,single,high.school,no,yes,no,cellular,sep,fri,113.0,1,999,1,failure,no
2638,56,admin.,married,unknown,unknown,unknown,unknown,cellular,aug,fri,119.0,1,999,0,nonexistent,no
2639,50,admin.,married,university.degree,no,no,no,cellular,aug,wed,536.0,1,999,0,nonexistent,no
2640,41,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu,81.0,2,999,0,nonexistent,no
2641,35,admin.,married,professional.course,no,yes,no,cellular,may,wed,827.0,1,999,1,failure,no
2642,50,management,married,university.degree,unknown,yes,no,telephone,jul,thu,30.0,1,999,0,nonexistent,no
2643,49,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,102.0,1,999,0,nonexistent,no
2644,21,admin.,single,high.school,no,no,no,cellular,apr,thu,264.0,1,999,0,nonexistent,no
2645,42,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,51.0,7,999,0,nonexistent,no
2646,53,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,872.0,5,999,0,nonexistent,no
